iter	RMSE
267	23.61346051
268	23.58572132
269	23.55572653
270	23.53406491
271	23.51225142
272	23.48052022
273	23.44315446
274	23.40682073
275	23.35954225
276	23.33664689
277	23.30707351
278	23.25912183
279	23.24297602
280	23.20826879
281	23.18035541
282	23.15301525
283	23.10662341
284	23.08803785
285	23.07543671
286	23.02756162
287	23.0112051
288	22.95503859
289	22.93296153
290	22.87523783
291	22.82685426
292	22.77744422
293	22.74943684
294	22.69670536
295	22.6802591
296	22.66959584
297	22.65005992
298	22.62125527
299	22.60429688
300	22.5758731
301	22.56734813
302	22.53223694
303	22.50225566
304	22.47719058
305	22.4550715
306	22.43428193
307	22.38649105
308	22.37072675
309	22.34520609
310	22.31198808
311	22.28027331
312	22.2645432
313	22.24018793
314	22.21536016
315	22.18225336
316	22.15281915
317	22.12766552
318	22.10870836
319	22.06735528
320	22.0328097
321	22.00946232
322	21.98138695
323	21.96548928
324	21.91722572
325	21.89817152
326	21.86630595
327	21.84165161
328	21.81559136
329	21.80656561
330	21.77997025
331	21.73063041
332	21.68568285
333	21.66157928
334	21.64632905
335	21.62213091
336	21.5832281
337	21.54844692
338	21.525529
339	21.5086201
340	21.48778866
341	21.48220048
342	21.45505105
343	21.44696983
344	21.42735423
345	21.40840551
346	21.38720113
347	21.35347031
348	21.32235815
349	21.28102492
350	21.24824302
351	21.22253372
352	21.19710847
353	21.18205043
354	21.16503031
355	21.138183
356	21.12110968
357	21.08908097
358	21.07500591
359	21.05386735
360	21.03592226
361	21.02848878
362	20.99656223
363	20.9779098
364	20.93480972
365	20.89050062
366	20.86805466
367	20.84134815
368	20.83712668
369	20.80828324
370	20.79001399
371	20.76220954
372	20.72320058
373	20.71040937
374	20.69160631
375	20.66548126
376	20.64738237
377	20.63074402
378	20.58832214
379	20.55716074
380	20.53630273
381	20.51764128
382	20.50194761
383	20.48703576
384	20.47191226
385	20.42220243
386	20.41812096
387	20.3791663
388	20.36085608
389	20.31291201
390	20.29895424
391	20.28613069
392	20.25709719
393	20.23247128
394	20.21666147
395	20.19673718
396	20.1811269
397	20.15270549
398	20.12074179
399	20.10262405
400	20.07273036
401	20.06024004
402	20.0365376
403	20.0119734
404	19.99979455
405	19.97920546
406	19.96124414
407	19.93694944
408	19.91598642
409	19.86398933
410	19.84488401
411	19.80869526
412	19.78871994
413	19.77633437
414	19.74678936
415	19.73402105
416	19.72295604
417	19.70660058
418	19.69409961
419	19.69015809
420	19.67857932
421	19.65407457
422	19.62637872
423	19.59574728
424	19.55791739
425	19.5440684
426	19.52742575
427	19.51755328
428	19.49606219
429	19.47189723
430	19.43969717
431	19.4257488
432	19.41187213
433	19.39287224
434	19.35786365
435	19.3242099
436	19.28756667
437	19.2656007
438	19.22867217
439	19.19998596
440	19.18661189
441	19.15162301
442	19.12421771
443	19.09509365
444	19.07457778
445	19.04736252
446	19.0367935
447	19.01034662
448	18.98228851
449	18.95784784
450	18.93580605
451	18.90978007
452	18.89115366
453	18.87469028
454	18.84509966
455	18.834675
456	18.82063268
457	18.80518504
458	18.78307941
459	18.75776436
460	18.73569338
461	18.71982996
462	18.71113748
463	18.69635511
464	18.67521961
465	18.64930078
466	18.62062065
467	18.60461886
468	18.58184367
469	18.56277962
470	18.53994436
471	18.51316903
472	18.49620358
473	18.4872511
474	18.46638014
475	18.45131818
476	18.42982889
477	18.41129046
478	18.39361184
479	18.36710015
480	18.35153475
481	18.32523218
482	18.30938173
483	18.27747935
484	18.25300656
485	18.22375497
486	18.20851558
487	18.18627126
488	18.16478571
489	18.14969616
490	18.12564848
491	18.11446526
492	18.09771134
493	18.08618242
494	18.06469923
495	18.04687296
496	18.01682335
497	17.99700455
498	17.97923652
499	17.95809602
500	17.94713237
501	17.94210038
502	17.92693667
503	17.90280579
504	17.89220826
505	17.87625893
506	17.85423777
507	17.83692105
508	17.81580293
509	17.78464629
510	17.76418833
511	17.74125831
512	17.7249723
513	17.70560016
514	17.68686555
515	17.67185842
516	17.65791494
517	17.64420943
518	17.63227071
519	17.60709193
520	17.59389154
521	17.5706472
522	17.54104272
523	17.52460583
524	17.51267776
525	17.49555594
526	17.47402225
527	17.46181992
528	17.44689086
529	17.43841017
530	17.43373317
531	17.41824821
532	17.39830754
533	17.38421087
534	17.37300577
535	17.3564123
536	17.34251026
537	17.33095875
538	17.32068273
539	17.30007877
540	17.27935615
541	17.26296434
542	17.24719881
543	17.20915069
544	17.20294744
545	17.18249537
546	17.15770907
547	17.13689607
548	17.11841345
549	17.10235658
550	17.08396139
551	17.05899761
552	17.03747369
553	17.02299408
554	17.01150898
555	16.99891229
556	16.9908405
557	16.97101614
558	16.95328428
559	16.93350372
560	16.92411511
561	16.88126961
562	16.86487294
563	16.84089104
564	16.83101355
565	16.81446955
566	16.79854838
567	16.77960513
568	16.76261704
569	16.74485692
570	16.73015409
571	16.71463223
572	16.70123214
573	16.67720123
574	16.66523312
575	16.63887942
576	16.62392208
577	16.61209634
578	16.59363614
579	16.58242533
580	16.56419615
581	16.54983371
582	16.53425748
583	16.52359986
584	16.50719169
585	16.49140989
586	16.47296478
587	16.46300952
588	16.4533565
589	16.43912797
590	16.42793251
591	16.41683018
592	16.39411722
593	16.37399573
594	16.35901919
595	16.34901087
596	16.34018235
597	16.32522408
598	16.3053446
599	16.28127633
600	16.2628763
601	16.25196309
602	16.24346311
603	16.23362263
604	16.21881468
605	16.20312384
606	16.18451581
607	16.16186657
608	16.14471726
609	16.13079792
610	16.11619005
611	16.10432162
612	16.08759009
613	16.07517343
614	16.05986546
615	16.04094183
616	16.02587224
617	16.00512563
618	15.98906691
619	15.98142218
620	15.96983278
621	15.95044035
622	15.9321806
623	15.92241592
624	15.90659993
625	15.88922309
626	15.875395
627	15.8588252
628	15.84991246
629	15.83752654
630	15.82221436
631	15.80965058
632	15.79932698
633	15.78921702
634	15.77590303
635	15.75864684
636	15.75053318
637	15.74166466
638	15.72506623
639	15.70550922
640	15.69373304
641	15.68656909
642	15.6601976
643	15.64069019
644	15.6245871
645	15.61047382
646	15.59920471
647	15.58483278
648	15.56940839
649	15.55805123
650	15.54878051
651	15.53449977
652	15.52228896
653	15.51243207
654	15.49844523
655	15.48084799
656	15.46910477
657	15.45940254
658	15.44694913
659	15.42520825
660	15.41033594
661	15.39646251
662	15.38210125
663	15.37447928
664	15.36151653
665	15.34790639
666	15.33767818
667	15.32281773
668	15.30337005
669	15.28890913
670	15.26512542
671	15.25457564
672	15.23985395
673	15.2255547
674	15.21541478
675	15.20081642
676	15.18393958
677	15.1629721
678	15.14821287
679	15.13653412
680	15.12006333
681	15.09105416
682	15.07700809
683	15.04963707
684	15.03607741
685	15.02065984
686	15.00256492
687	14.98704207
688	14.97248237
689	14.95893148
690	14.9530434
691	14.9443157
692	14.92186991
693	14.91008541
694	14.89204848
695	14.88013894
696	14.86947107
697	14.85475561
698	14.84166462
699	14.83180746
700	14.81394005
701	14.80134409
702	14.79055923
703	14.77840772
704	14.76876046
705	14.75661681
706	14.74778707
707	14.73660195
708	14.72826417
709	14.71134715
710	14.70187769
711	14.68983623
712	14.67426468
713	14.66224323
714	14.65042029
715	14.64169808
716	14.62793065
717	14.61811731
718	14.60571591
719	14.59306388
720	14.58465672
721	14.57467996
722	14.56090937
723	14.54670685
724	14.53709391
725	14.52382406
726	14.51384218
727	14.50251626
728	14.49316173
729	14.47989646
730	14.47160882
731	14.45980521
732	14.44632001
733	14.43432823
734	14.42553456
735	14.41234622
736	14.40156619
737	14.38992074
738	14.38353639
739	14.3717107
740	14.36035313
741	14.35056264
742	14.33854326
743	14.32508527
744	14.31646815
745	14.30594083
746	14.29688742
747	14.28627719
748	14.27572193
749	14.26992087
750	14.25622902
751	14.24709809
752	14.23148613
753	14.2176516
754	14.20316035
755	14.19649905
756	14.18353174
757	14.17051033
758	14.15982042
759	14.1460588
760	14.13343888
761	14.12235702
762	14.11107085
763	14.09460321
764	14.077444
765	14.06433154
766	14.0469885
767	14.03542977
768	14.02065001
769	14.00834169
770	13.99575899
771	13.98939077
772	13.97673303
773	13.96611973
774	13.95241636
775	13.9373065
776	13.92651037
777	13.91387462
778	13.90286396
779	13.88939342
780	13.87629555
781	13.86872551
782	13.85771764
783	13.84400551
784	13.83095473
785	13.81762209
786	13.80816673
787	13.79594579
788	13.78186183
789	13.77263007
790	13.76172172
791	13.74321334
792	13.73613881
793	13.72270337
794	13.71205935
795	13.70470477
796	13.68953746
797	13.66893631
798	13.66016713
799	13.64889192
800	13.63900668
801	13.6200154
802	13.61414674
803	13.60123597
804	13.59577712
805	13.57495789
806	13.56268387
807	13.55008022
808	13.53682332
809	13.53131081
810	13.52692014
811	13.51515682
812	13.49861178
813	13.48661984
814	13.48063796
815	13.46437657
816	13.45280694
817	13.44283543
818	13.42963683
819	13.41687691
820	13.41178087
821	13.40791471
822	13.40110289
823	13.38927018
824	13.37718514
825	13.36673612
826	13.3586935
827	13.35084758
828	13.34224088
829	13.32731635
830	13.31470794
831	13.30424487
832	13.28818803
833	13.27606995
834	13.25985523
835	13.24906801
836	13.23697443
837	13.22791465
838	13.21510094
839	13.2021723
840	13.1917987
841	13.18499226
842	13.17912071
843	13.16950022
844	13.15876518
845	13.14871678
846	13.13084959
847	13.11918573
848	13.10804522
849	13.09957419
850	13.09251742
851	13.08590753
852	13.07515312
853	13.06718256
854	13.06153173
855	13.04862341
856	13.03462886
857	13.02260583
858	13.01358502
859	13.00640415
860	12.99172708
861	12.98040683
862	12.97150883
863	12.95239278
864	12.94270175
865	12.93636896
866	12.92345187
867	12.90870951
868	12.8986559
869	12.88596839
870	12.87232672
871	12.86203751
872	12.85226054
873	12.84197146
874	12.83329045
875	12.82242822
876	12.81160493
877	12.7987485
878	12.78846057
879	12.77363566
880	12.76230681
881	12.75685597
882	12.73595116
883	12.73128764
884	12.72161219
885	12.70587518
886	12.69173899
887	12.6788044
888	12.66725768
889	12.65745421
890	12.6434608
891	12.63363766
892	12.62497337
893	12.6176768
894	12.61046503
895	12.60325668
896	12.59586126
897	12.57965993
898	12.5698576
899	12.55479154
900	12.54994315
901	12.54431836
902	12.53223553
903	12.52592663
904	12.5151818
905	12.50346297
906	12.49578036
907	12.48321518
908	12.4756829
909	12.46585561
910	12.45550216
911	12.44568454
912	12.43628098
913	12.42437954
914	12.41914856
915	12.40953483
916	12.40000237
917	12.38974791
918	12.37863151
919	12.36975999
920	12.36166734
921	12.34790741
922	12.33560808
923	12.32559949
924	12.31681023
925	12.30814323
926	12.30240308
927	12.28946877
928	12.28195012
929	12.27864218
930	12.26747814
931	12.25704944
932	12.2500149
933	12.23574479
934	12.22682355
935	12.21651784
936	12.20979827
937	12.20075136
938	12.19033027
939	12.18100576
940	12.17562481
941	12.16360806
942	12.15238883
943	12.14102926
944	12.13053337
945	12.11903449
946	12.11151981
947	12.10214105
948	12.09296856
949	12.08240981
950	12.07011523
951	12.05781576
952	12.0445314
953	12.03943905
954	12.02994129
955	12.01890773
956	12.01131485
957	12.00177393
958	11.99065191
959	11.98651012
960	11.98052375
961	11.97190637
962	11.96336399
963	11.95289459
964	11.94800138
965	11.93722389
966	11.92405668
967	11.91101269
968	11.90099482
969	11.89180267
970	11.88459888
971	11.87844072
972	11.86653772
973	11.85511766
974	11.84374118
975	11.83508349
976	11.82311415
977	11.8092473
978	11.79551427
979	11.78415083
980	11.77493056
981	11.76706717
982	11.75654356
983	11.7433227
984	11.73817652
985	11.72806004
986	11.71805341
987	11.71127069
988	11.70252834
989	11.69751614
990	11.68931387
991	11.68479117
992	11.67299809
993	11.65906313
994	11.64886098
995	11.64237787
996	11.63117354
997	11.6231543
998	11.6159507
999	11.60875468
